"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年9月13日","10,374.00","10,452.00","10,475.00","10,170.00","4.50K","-0.75%"
"2019年9月12日","10,452.00","10,174.20","10,488.00","10,065.07","4.40K","2.72%"
"2019年9月11日","10,175.00","10,121.00","10,297.00","9,866.50","4.35K","0.52%"
"2019年9月10日","10,122.00","10,317.00","10,399.00","9,961.70","4.21K","-1.90%"
"2019年9月9日","10,318.00","10,417.00","10,542.00","10,118.57","5.20K","-0.93%"
"2019年9月8日","10,415.00","10,489.00","10,599.00","10,257.00","3.51K","-0.70%"
"2019年9月7日","10,488.00","10,305.00","10,581.00","10,305.00","3.38K","1.66%"
"2019年9月6日","10,317.00","10,582.93","10,933.00","10,218.01","11.28K","-2.47%"
"2019年9月5日","10,578.73","10,593.00","10,663.00","10,483.00","3.01K","-0.11%"
"2019年9月4日","10,590.00","10,642.00","10,841.15","10,411.00","6.25K","-0.48%"
"2019年9月3日","10,641.00","10,401.00","10,766.00","10,300.00","10.74K","2.44%"
"2019年9月2日","10,388.00","9,783.00","10,473.00","9,754.90","11.14K","6.23%"
"2019年9月1日","9,779.10","9,623.90","9,858.00","9,560.06","2.87K","1.61%"
"2019年8月31日","9,623.90","9,600.70","9,710.20","9,472.10","2.75K","0.24%"
"2019年8月30日","9,601.00","9,509.40","9,710.00","9,384.31","3.75K","0.97%"
"2019年8月29日","9,509.00","9,727.30","9,727.30","9,360.40","7.08K","-2.25%"
"2019年8月28日","9,727.40","10,190.00","10,303.00","9,585.30","10.41K","-4.48%"
"2019年8月27日","10,184.00","10,376.20","10,392.00","10,036.87","4.52K","-1.86%"
"2019年8月26日","10,377.00","10,144.00","10,654.02","10,144.00","8.98K","2.42%"
"2019年8月25日","10,132.00","10,162.00","10,349.00","9,881.08","5.21K","-0.20%"
"2019年8月24日","10,152.00","10,414.00","10,427.00","9,900.00","5.41K","-2.46%"
"2019年8月23日","10,408.00","10,117.00","10,461.00","10,063.00","6.39K","2.88%"
"2019年8月22日","10,117.00","10,147.00","10,247.00","9,790.00","6.53K","-0.29%"
"2019年8月21日","10,146.00","10,795.00","10,825.00","9,880.03","11.79K","-5.99%"
"2019年8月20日","10,793.00","10,947.00","10,986.00","10,588.00","5.83K","-1.32%"
"2019年8月19日","10,937.00","10,329.00","10,960.00","10,280.00","7.38K","5.91%"
"2019年8月18日","10,327.00","10,230.00","10,529.00","10,086.00","3.90K","0.97%"
"2019年8月17日","10,228.00","10,372.00","10,487.00","10,004.10","4.89K","-1.33%"
"2019年8月16日","10,366.00","10,324.00","10,568.00","9,783.40","12.89K","0.38%"
"2019年8月15日","10,327.00","10,067.00","10,470.00","9,522.50","17.37K","2.58%"
"2019年8月14日","10,067.00","10,904.01","10,909.00","9,980.00","14.51K","-7.68%"
"2019年8月13日","10,904.01","11,411.00","11,468.00","10,801.00","9.00K","-4.38%"
"2019年8月12日","11,404.00","11,577.00","11,578.81","11,272.00","3.20K","-1.57%"
"2019年8月11日","11,586.00","11,308.00","11,594.00","11,158.00","5.44K","2.40%"
"2019年8月10日","11,314.00","11,892.00","12,003.00","11,263.00","9.02K","-4.87%"
"2019年8月9日","11,893.00","12,051.00","12,092.70","11,711.00","7.81K","-1.38%"
"2019年8月8日","12,060.00","11,999.00","12,126.00","11,570.00","10.97K","0.53%"
"2019年8月7日","11,997.00","11,472.00","12,122.00","11,386.00","13.66K","4.58%"
"2019年8月6日","11,471.20","11,824.00","12,307.00","11,268.00","19.34K","-2.85%"
"2019年8月5日","11,808.00","10,974.00","11,938.00","10,973.00","16.13K","7.61%"
"2019年8月4日","10,973.00","10,822.00","11,060.00","10,595.00","9.28K","1.40%"
"2019年8月3日","10,822.00","10,520.00","10,910.00","10,506.00","7.42K","2.88%"
"2019年8月2日","10,519.00","10,400.00","10,648.35","10,345.00","8.44K","1.15%"
"2019年8月1日","10,399.01","10,096.00","10,500.00","9,899.90","7.78K","3.08%"
"2019年7月31日","10,088.00","9,588.90","10,099.00","9,575.49","7.94K","5.20%"
"2019年7月30日","9,589.00","9,503.50","9,736.00","9,401.60","5.19K","0.86%"
"2019年7月29日","9,507.00","9,530.00","9,690.00","9,396.60","5.70K","-0.13%"
"2019年7月28日","9,519.00","9,463.10","9,604.20","9,112.30","7.75K","0.56%"
"2019年7月27日","9,465.70","9,840.30","10,189.00","9,300.30","11.77K","-3.83%"
"2019年7月26日","9,842.50","9,888.00","9,899.00","9,672.00","5.12K","-0.48%"
"2019年7月25日","9,890.10","9,772.00","10,180.00","9,734.98","9.22K","1.22%"
"2019年7月24日","9,771.00","9,859.00","9,917.70","9,541.91","11.57K","-0.85%"
"2019年7月23日","9,854.90","10,330.00","10,330.00","9,824.51","9.77K","-4.59%"
"2019年7月22日","10,329.00","10,572.00","10,667.00","10,094.00","10.90K","-2.27%"
"2019年7月21日","10,569.43","10,741.00","10,811.00","10,300.00","8.25K","-1.59%"
"2019年7月20日","10,740.00","10,517.58","11,085.00","10,402.00","12.13K","2.10%"
"2019年7月19日","10,519.00","10,624.00","10,759.00","10,132.73","13.16K","-0.97%"
"2019年7月18日","10,622.00","9,691.20","10,750.00","9,271.60","28.83K","9.70%"
"2019年7月17日","9,683.20","9,418.37","9,963.10","9,090.02","23.12K","2.90%"
"2019年7月16日","9,410.00","10,813.00","10,991.00","9,378.00","26.18K","-13.03%"
"2019年7月15日","10,820.00","10,193.00","11,043.00","9,920.60","21.44K","6.01%"
"2019年7月14日","10,206.84","11,324.00","11,390.00","10,125.00","22.49K","-9.77%"
"2019年7月13日","11,312.00","11,779.00","11,803.00","10,806.00","14.72K","-3.85%"
"2019年7月12日","11,765.00","11,327.00","11,900.00","11,100.00","12.25K","3.75%"
"2019年7月11日","11,340.00","12,092.00","12,092.00","11,006.00","21.60K","-6.23%"
"2019年7月10日","12,093.00","12,564.00","13,173.00","11,572.00","36.06K","-3.66%"
"2019年7月9日","12,553.00","12,301.52","12,811.00","12,173.00","19.16K","2.05%"
"2019年7月8日","12,301.00","11,484.00","12,382.00","11,339.00","17.84K","7.10%"
"2019年7月7日","11,486.00","11,276.00","11,618.00","11,121.56","8.42K","1.80%"
"2019年7月6日","11,283.00","10,983.00","11,720.00","10,983.00","12.21K","2.59%"
"2019年7月5日","10,998.00","11,141.00","11,440.00","10,801.98","16.37K","-1.53%"
"2019年7月4日","11,169.00","12,000.00","12,063.48","11,057.00","19.84K","-6.80%"
"2019年7月3日","11,984.00","10,903.00","12,004.00","10,903.00","28.09K","10.29%"
"2019年7月2日","10,866.00","10,639.83","10,961.00","9,745.10","28.78K","2.13%"
"2019年7月1日","10,639.00","10,777.00","11,221.00","10,099.00","24.90K","-0.99%"
"2019年6月30日","10,745.00","11,973.00","12,229.00","10,705.00","19.07K","-9.86%"
"2019年6月29日","11,921.00","12,350.73","12,350.73","11,375.00","20.39K","-3.47%"
"2019年6月28日","12,349.00","11,183.00","12,404.00","10,812.00","31.98K","10.26%"
"2019年6月27日","11,200.00","12,876.00","13,222.00","10,397.00","47.61K","-13.02%"
"2019年6月26日","12,876.00","11,746.00","13,764.00","11,693.00","55.59K","9.57%"
"2019年6月25日","11,751.00","11,070.00","11,780.00","10,992.38","21.85K","6.32%"
"2019年6月24日","11,053.00","10,913.00","11,135.00","10,560.00","14.40K","1.26%"
"2019年6月23日","10,916.00","10,745.00","11,368.00","10,576.00","18.59K","1.56%"
"2019年6月22日","10,747.95","10,227.00","11,210.00","10,098.17","36.68K","5.00%"
"2019年6月21日","10,236.00","9,557.80","10,249.00","9,557.80","22.23K","7.10%"
"2019年6月20日","9,557.10","9,305.99","9,620.80","9,241.00","10.59K","2.70%"
"2019年6月19日","9,305.90","9,094.90","9,339.90","9,062.00","5.77K","2.31%"
"2019年6月18日","9,095.90","9,351.00","9,370.90","8,945.40","10.59K","-2.78%"
"2019年6月17日","9,356.00","8,985.99","9,489.90","8,985.99","14.17K","4.12%"
"2019年6月16日","8,985.99","8,852.80","9,389.60","8,803.00","20.91K","1.47%"
"2019年6月15日","8,856.00","8,689.00","8,904.10","8,611.00","9.40K","1.92%"
"2019年6月14日","8,689.10","8,230.00","8,714.90","8,163.30","12.71K","5.61%"
"2019年6月13日","8,227.40","8,177.60","8,333.00","8,038.90","8.89K","0.64%"
"2019年6月12日","8,175.40","7,903.10","8,238.80","7,822.30","9.14K","3.43%"
"2019年6月11日","7,904.10","8,018.80","8,048.90","7,711.30","6.53K","-1.37%"
"2019年6月10日","8,013.67","7,622.50","8,046.30","7,523.30","8.90K","4.90%"
"2019年6月9日","7,639.20","7,924.00","7,961.00","7,502.50","6.83K","-3.60%"
"2019年6月8日","7,924.60","8,002.10","8,064.80","7,802.00","4.77K","-0.84%"
"2019年6月7日","7,991.50","7,816.90","8,123.50","7,769.10","13.44K","2.38%"
"2019年6月6日","7,805.60","7,766.30","7,870.60","7,461.00","7.51K","0.21%"
"2019年6月5日","7,789.30","7,692.81","7,931.00","7,603.00","10.83K","1.25%"
"2019年6月4日","7,692.81","8,088.00","8,088.00","7,524.50","28.12K","-5.07%"
"2019年6月3日","8,103.40","8,740.10","8,740.10","8,050.10","18.66K","-7.28%"
"2019年6月2日","8,740.00","8,546.90","8,818.00","8,540.00","6.24K","2.26%"
"2019年6月1日","8,547.00","8,531.88","8,625.00","8,452.00","5.46K","0.16%"
"2019年5月31日","8,533.30","8,268.50","8,550.00","8,112.40","10.93K","3.18%"
"2019年5月30日","8,269.91","8,681.20","9,100.00","8,019.70","20.29K","-4.73%"
"2019年5月29日","8,680.90","8,738.10","8,794.90","8,490.00","10.30K","-0.69%"
"2019年5月28日","8,740.90","8,806.08","8,843.70","8,558.30","11.14K","-0.74%"
"2019年5月27日","8,806.00","8,730.00","8,951.00","8,661.00","17.56K","0.87%"
"2019年5月26日","8,729.90","8,054.90","8,820.00","7,880.20","20.14K","8.38%"
"2019年5月25日","8,054.90","7,990.00","8,135.00","7,950.40","4.34K","0.75%"
"2019年5月24日","7,994.90","7,872.10","8,158.60","7,801.60","10.92K","1.56%"
"2019年5月23日","7,872.40","7,619.90","7,957.10","7,496.30","10.55K","3.30%"
"2019年5月22日","7,621.10","7,933.60","8,030.00","7,507.90","10.78K","-3.98%"
"2019年5月21日","7,937.00","7,990.50","8,089.90","7,819.70","7.69K","-0.60%"
"2019年5月20日","7,985.00","8,188.30","8,188.30","7,601.00","16.90K","-2.50%"
"2019年5月19日","8,189.50","7,260.10","8,263.20","7,252.03","23.46K","12.80%"
"2019年5月18日","7,260.00","7,418.30","7,509.10","7,210.60","9.32K","-2.10%"
"2019年5月17日","7,415.40","7,857.50","7,905.70","7,067.36","29.02K","-5.62%"
"2019年5月16日","7,857.00","8,135.50","8,307.70","7,750.10","22.29K","-3.39%"
"2019年5月15日","8,132.90","7,951.90","8,208.90","7,837.60","19.04K","2.19%"
"2019年5月14日","7,958.30","7,753.20","8,194.10","7,684.12","29.32K","2.65%"
"2019年5月13日","7,753.20","6,980.10","8,049.90","6,883.90","36.47K","11.08%"
"2019年5月12日","6,979.90","7,125.10","7,448.00","6,860.00","31.96K","-2.19%"
"2019年5月11日","7,136.40","6,438.70","7,278.30","6,438.70","37.91K","10.84%"
"2019年5月10日","6,438.70","6,262.00","6,522.00","6,212.60","14.49K","2.88%"
"2019年5月9日","6,258.40","6,201.90","6,309.00","6,165.00","9.68K","0.93%"
"2019年5月8日","6,201.00","6,096.60","6,220.40","6,024.10","8.20K","1.86%"
"2019年5月7日","6,087.90","6,027.90","6,290.00","6,027.90","11.99K","1.00%"
"2019年5月6日","6,027.90","6,042.00","6,100.30","5,906.84","6.48K","-0.23%"
"2019年5月5日","6,042.00","6,098.17","6,112.00","5,956.20","5.82K","-0.92%"
"2019年5月4日","6,098.30","6,019.90","6,149.10","5,868.20","9.44K","1.37%"
"2019年5月3日","6,016.00","5,729.60","6,139.90","5,716.50","19.48K","5.11%"
"2019年5月2日","5,723.80","5,629.50","5,779.80","5,618.00","11.06K","1.67%"
"2019年5月1日","5,629.60","5,599.60","5,655.00","5,585.50","5.53K","0.54%"
"2019年4月30日","5,599.52","5,480.00","5,612.00","5,454.90","7.44K","2.18%"
"2019年4月29日","5,480.10","5,486.80","5,515.20","5,370.30","7.81K","-0.12%"
"2019年4月28日","5,486.80","5,400.60","5,542.20","5,400.60","7.76K","1.57%"
"2019年4月27日","5,401.80","5,410.90","5,456.90","5,355.40","4.57K","-0.17%"
"2019年4月26日","5,410.80","5,215.60","5,517.08","5,174.10","21.53K","3.68%"
"2019年4月25日","5,219.00","5,479.60","5,556.80","5,065.20","21.49K","-4.77%"
"2019年4月24日","5,480.30","5,547.10","5,647.40","5,415.00","16.53K","-1.27%"
"2019年4月23日","5,550.90","5,417.80","5,645.00","5,395.20","18.76K","2.46%"
"2019年4月22日","5,417.80","5,320.30","5,447.50","5,276.50","11.95K","1.80%"
"2019年4月21日","5,321.90","5,340.10","5,366.10","5,259.40","6.15K","-0.34%"
"2019年4月20日","5,340.04","5,314.10","5,375.60","5,289.20","6.48K","0.49%"
"2019年4月19日","5,314.00","5,310.80","5,371.10","5,225.00","6.31K","0.06%"
"2019年4月18日","5,310.80","5,254.50","5,339.31","5,254.00","9.04K","1.07%"
"2019年4月17日","5,254.50","5,234.30","5,291.10","5,224.70","9.28K","0.39%"
"2019年4月16日","5,234.30","5,042.79","5,256.20","5,030.00","8.38K","3.67%"
"2019年4月15日","5,049.23","5,190.10","5,217.06","5,000.66","9.52K","-2.79%"
"2019年4月14日","5,194.30","5,103.70","5,209.00","5,064.20","4.15K","1.81%"
"2019年4月13日","5,101.80","5,114.10","5,160.80","5,075.30","5.21K","-0.24%"
"2019年4月12日","5,114.00","5,059.00","5,134.90","4,935.20","9.22K","0.95%"
"2019年4月11日","5,065.80","5,315.50","5,340.00","5,001.10","19.39K","-4.63%"
"2019年4月10日","5,311.70","5,213.00","5,487.40","5,200.50","15.78K","1.83%"
"2019年4月9日","5,216.30","5,312.40","5,312.50","5,173.50","11.90K","-1.81%"
"2019年4月8日","5,312.50","5,238.90","5,361.70","5,148.50","17.82K","1.42%"
"2019年4月7日","5,238.10","5,091.10","5,313.10","5,075.00","9.95K","2.90%"
"2019年4月6日","5,090.50","5,080.40","5,280.00","4,968.10","14.20K","0.20%"
"2019年4月5日","5,080.40","4,939.30","5,130.00","4,930.10","11.36K","2.87%"
"2019年4月4日","4,938.90","4,976.90","5,099.90","4,834.00","15.42K","-0.79%"
"2019年4月3日","4,978.00","4,929.30","5,330.10","4,849.10","44.28K","1.03%"
"2019年4月2日","4,927.10","4,196.90","5,079.40","4,189.70","54.14K","17.40%"
"2019年4月1日","4,196.80","4,167.50","4,220.80","4,127.20","7.01K","0.70%"
"2019年3月31日","4,167.60","4,165.10","4,181.40","4,153.10","2.27K","0.06%"
"2019年3月30日","4,165.10","4,179.10","4,210.00","4,117.25","6.63K","-0.33%"
"2019年3月29日","4,179.00","4,092.57","4,188.00","4,084.70","8.65K","2.11%"
"2019年3月28日","4,092.57","4,102.68","4,103.98","4,066.40","6.22K","-0.24%"
"2019年3月27日","4,102.50","3,992.70","4,109.60","3,979.60","7.93K","2.78%"
"2019年3月26日","3,991.70","3,970.00","3,994.84","3,951.00","5.09K","0.55%"
"2019年3月25日","3,970.00","4,041.40","4,049.90","3,939.05","6.70K","-1.77%"
"2019年3月24日","4,041.40","4,063.00","4,063.20","4,011.50","3.36K","-0.54%"
"2019年3月23日","4,063.20","4,045.20","4,076.30","4,038.50","4.37K","0.44%"
"2019年3月22日","4,045.30","4,044.80","4,064.60","4,035.10","4.84K","0.01%"
"2019年3月21日","4,044.80","4,127.20","4,138.70","4,005.20","11.82K","-2.00%"
"2019年3月20日","4,127.16","4,104.59","4,136.20","4,073.90","7.82K","0.55%"
"2019年3月19日","4,104.70","4,073.70","4,117.98","4,056.60","5.55K","0.77%"
"2019年3月18日","4,073.50","4,068.99","4,119.90","4,035.60","3.68K","0.11%"
"2019年3月17日","4,068.90","4,088.04","4,088.30","4,041.10","3.38K","-0.47%"
"2019年3月16日","4,087.99","4,003.10","4,152.65","4,003.10","13.94K","2.12%"
"2019年3月15日","4,003.13","3,948.30","4,011.00","3,948.30","6.72K","1.39%"
"2019年3月14日","3,948.30","3,946.20","4,000.10","3,882.80","8.30K","0.01%"
"2019年3月13日","3,947.90","3,954.90","3,972.10","3,925.10","5.51K","-0.16%"
"2019年3月12日","3,954.10","3,950.70","3,979.50","3,895.20","7.63K","0.13%"
"2019年3月11日","3,949.00","4,000.00","4,009.20","3,920.70","6.61K","-1.28%"
"2019年3月10日","4,000.00","4,017.33","4,017.33","3,961.80","4.67K","-0.43%"
"2019年3月9日","4,017.33","3,940.50","4,046.20","3,933.90","7.38K","1.95%"
"2019年3月8日","3,940.50","3,964.70","4,020.90","3,863.70","9.36K","-0.61%"
"2019年3月7日","3,964.70","3,951.50","3,989.60","3,935.70","7.64K","0.34%"
"2019年3月6日","3,951.40","3,951.60","3,984.10","3,912.40","6.59K","-0.01%"
"2019年3月5日","3,951.60","3,800.00","3,966.90","3,786.20","10.80K","3.99%"
"2019年3月4日","3,800.00","3,884.80","3,908.10","3,767.10","10.18K","-2.18%"
"2019年3月3日","3,884.80","3,913.00","3,923.40","3,856.70","2.88K","-0.72%"
"2019年3月2日","3,913.00","3,915.00","3,924.00","3,850.00","5.11K","-0.03%"
"2019年3月1日","3,914.00","3,894.00","3,948.70","3,893.00","4.76K","0.51%"
"2019年2月28日","3,894.00","3,900.10","3,988.00","3,875.00","12.10K","-0.22%"
"2019年2月27日","3,902.70","3,896.80","3,934.00","3,767.00","12.03K","0.15%"
"2019年2月26日","3,896.80","3,919.30","3,934.10","3,870.40","5.11K","-0.64%"
"2019年2月25日","3,921.80","3,825.00","3,965.00","3,825.00","10.41K","2.34%"
"2019年2月24日","3,832.00","4,212.20","4,282.40","3,812.00","36.09K","-9.02%"
"2019年2月23日","4,211.70","4,058.23","4,255.00","4,014.50","21.53K","3.78%"
"2019年2月22日","4,058.30","4,008.80","4,074.00","3,991.30","14.21K","1.23%"
"2019年2月21日","4,008.80","4,053.70","4,122.00","3,975.30","15.48K","-1.14%"
"2019年2月20日","4,055.00","3,989.90","4,070.00","3,969.20","15.25K","1.63%"
"2019年2月19日","3,989.90","3,978.40","4,081.40","3,943.37","24.30K","0.30%"
"2019年2月18日","3,978.10","3,734.50","4,019.90","3,723.90","37.62K","6.52%"
"2019年2月17日","3,734.50","3,676.50","3,788.80","3,668.90","14.07K","1.58%"
"2019年2月16日","3,676.45","3,670.10","3,724.90","3,666.00","7.52K","0.18%"
"2019年2月15日","3,670.00","3,656.70","3,716.30","3,644.50","7.81K","0.36%"
"2019年2月14日","3,656.70","3,665.50","3,681.10","3,641.10","7.53K","-0.26%"
"2019年2月13日","3,666.10","3,694.10","3,735.40","3,650.40","11.76K","-0.76%"
"2019年2月12日","3,694.20","3,681.00","3,728.00","3,645.30","11.34K","0.36%"
"2019年2月11日","3,681.08","3,749.67","3,749.67","3,672.03","7.80K","-1.74%"
"2019年2月10日","3,746.30","3,718.30","3,753.50","3,667.14","9.97K","0.75%"
"2019年2月9日","3,718.40","3,724.10","3,739.10","3,688.80","6.74K","-0.15%"
"2019年2月8日","3,724.00","3,438.96","3,799.60","3,427.82","31.15K","8.38%"
"2019年2月7日","3,436.10","3,451.90","3,462.30","3,429.30","4.80K","-0.46%"
"2019年2月6日","3,452.00","3,512.60","3,521.00","3,417.60","13.16K","-1.73%"
"2019年2月5日","3,512.60","3,490.40","3,517.00","3,475.90","4.59K","0.63%"
"2019年2月4日","3,490.47","3,504.20","3,522.60","3,475.30","5.21K","-0.32%"
"2019年2月3日","3,501.70","3,564.50","3,566.80","3,470.10","7.86K","-1.76%"
"2019年2月2日","3,564.30","3,534.77","3,575.40","3,500.80","10.89K","0.79%"
"2019年2月1日","3,536.20","3,502.70","3,557.20","3,465.00","10.04K","1.00%"
"2019年1月31日","3,501.10","3,529.70","3,565.70","3,482.20","8.57K","-0.81%"
"2019年1月30日","3,529.60","3,478.00","3,548.00","3,451.50","12.58K","1.49%"
"2019年1月29日","3,477.90","3,501.10","3,512.50","3,427.18","10.47K","-0.68%"
"2019年1月28日","3,501.89","3,597.10","3,597.90","3,450.30","17.02K","-2.65%"
"2019年1月27日","3,597.10","3,630.70","3,642.50","3,544.00","11.45K","-0.93%"
"2019年1月26日","3,630.70","3,629.00","3,745.80","3,624.80","13.00K","0.05%"
"2019年1月25日","3,628.90","3,653.04","3,663.40","3,582.10","7.38K","-0.65%"
"2019年1月24日","3,652.60","3,621.70","3,670.00","3,589.90","7.87K","0.90%"
"2019年1月23日","3,619.91","3,639.00","3,677.00","3,591.20","7.97K","-0.53%"
"2019年1月22日","3,639.10","3,579.40","3,676.30","3,488.30","18.08K","1.67%"
"2019年1月21日","3,579.40","3,588.60","3,614.80","3,550.00","10.81K","-0.19%"
"2019年1月20日","3,586.10","3,762.30","3,796.00","3,548.30","20.62K","-4.68%"
"2019年1月19日","3,762.30","3,674.10","3,858.50","3,673.90","13.39K","2.36%"
"2019年1月18日","3,675.70","3,722.50","3,723.90","3,652.40","5.65K","-1.27%"
"2019年1月17日","3,723.00","3,671.27","3,725.00","3,610.00","10.86K","1.41%"
